id,program,department,year,semester,division,day,start_time,end_time,subject,faculty,room
6569,BE,Artificial Intelligence & Machine Learning,FY,2,A,Wednesday,02:00,03:00,Python Programming,Prof. Faculty 096,AR-103
6570,BE,Artificial Intelligence & Machine Learning,FY,2,A,Wednesday,03:00,04:00,CAD/CAM,Prof. Faculty 174,AR-174
6571,BE,Artificial Intelligence & Machine Learning,FY,2,A,Thursday,09:00,10:00,CAD/CAM,Prof. Faculty 180,AR-290
6572,BE,Artificial Intelligence & Machine Learning,FY,2,A,Thursday,10:00,11:00,Python Programming,Prof. Faculty 048,AR-113
6573,BE,Artificial Intelligence & Machine Learning,FY,2,A,Thursday,11:15,12:15,Python Programming,Prof. Faculty 002,AR-168
6574,BE,Artificial Intelligence & Machine Learning,FY,2,A,Thursday,12:15,01:15,Python Programming,Prof. Faculty 097,AR-139
6575,BE,Artificial Intelligence & Machine Learning,FY,2,A,Thursday,02:00,03:00,Cyber Security,Prof. Faculty 101,AR-307
6576,BE,Artificial Intelligence & Machine Learning,FY,2,A,Thursday,03:00,04:00,Surveying,Prof. Faculty 107,AR-258
6577,BE,Artificial Intelligence & Machine Learning,FY,2,A,Friday,09:00,10:00,Python Programming,Prof. Faculty 116,AR-290
6578,BE,Artificial Intelligence & Machine Learning,FY,2,A,Friday,10:00,11:00,Physics,Prof. Faculty 172,AR-200
6579,BE,Artificial Intelligence & Machine Learning,FY,2,A,Friday,11:15,12:15,DBMS,Prof. Faculty 023,AR-113
6580,BE,Artificial Intelligence & Machine Learning,FY,2,A,Friday,12:15,01:15,Digital Electronics,Prof. Faculty 227,AR-258
6581,BE,Artificial Intelligence & Machine Learning,FY,2,A,Friday,02:00,03:00,Operating Systems,Prof. Faculty 024,AR-240
6582,BE,Artificial Intelligence & Machine Learning,FY,2,A,Friday,03:00,04:00,Cloud Computing,Prof. Faculty 068,AR-173
6583,BE,Artificial Intelligence & Machine Learning,FY,2,A,Saturday,09:00,10:00,Digital Electronics,Prof. Faculty 176,AR-150
6584,BE,Artificial Intelligence & Machine Learning,FY,2,A,Saturday,10:00,11:00,Machine Learning,Prof. Faculty 055,AR-296
6585,BE,Artificial Intelligence & Machine Learning,FY,2,A,Saturday,11:15,12:15,Project Lab,Prof. Faculty 171,AR-182
6586,BE,Artificial Intelligence & Machine Learning,FY,2,A,Saturday,12:15,01:15,Operating Systems,Prof. Faculty 176,AR-148
6587,BE,Artificial Intelligence & Machine Learning,FY,2,A,Saturday,02:00,03:00,Machine Learning,Prof. Faculty 227,AR-290
6588,BE,Artificial Intelligence & Machine Learning,FY,2,A,Saturday,03:00,04:00,Mathematics,Prof. Faculty 222,AR-308
6589,BE,Artificial Intelligence & Machine Learning,FY,2,B,Monday,09:00,10:00,Operating Systems,Prof. Faculty 087,AR-126
6590,BE,Artificial Intelligence & Machine Learning,FY,2,B,Monday,10:00,11:00,Operating Systems,Prof. Faculty 144,AR-197
6591,BE,Artificial Intelligence & Machine Learning,FY,2,B,Monday,11:15,12:15,Web Development,Prof. Faculty 067,AR-112
6592,BE,Artificial Intelligence & Machine Learning,FY,2,B,Monday,12:15,01:15,CAD/CAM,Prof. Faculty 168,AR-196
6593,BE,Artificial Intelligence & Machine Learning,FY,2,B,Monday,02:00,03:00,Thermodynamics,Prof. Faculty 231,AR-117
6594,BE,Artificial Intelligence & Machine Learning,FY,2,B,Monday,03:00,04:00,Mathematics,Prof. Faculty 204,AR-211
6595,BE,Artificial Intelligence & Machine Learning,FY,2,B,Tuesday,09:00,10:00,Web Development,Prof. Faculty 128,AR-153
6596,BE,Artificial Intelligence & Machine Learning,FY,2,B,Tuesday,10:00,11:00,Surveying,Prof. Faculty 117,AR-184
6597,BE,Artificial Intelligence & Machine Learning,FY,2,B,Tuesday,11:15,12:15,Thermodynamics,Prof. Faculty 161,AR-239
6598,BE,Artificial Intelligence & Machine Learning,FY,2,B,Tuesday,12:15,01:15,Project Lab,Prof. Faculty 049,AR-132
6599,BE,Artificial Intelligence & Machine Learning,FY,2,B,Tuesday,02:00,03:00,Electrical Machines,Prof. Faculty 003,AR-128
6600,BE,Artificial Intelligence & Machine Learning,FY,2,B,Tuesday,03:00,04:00,Physics,Prof. Faculty 128,AR-238
6601,BE,Artificial Intelligence & Machine Learning,FY,2,B,Wednesday,09:00,10:00,AI Fundamentals,Prof. Faculty 081,AR-254
6602,BE,Artificial Intelligence & Machine Learning,FY,2,B,Wednesday,10:00,11:00,CAD/CAM,Prof. Faculty 156,AR-187
6603,BE,Artificial Intelligence & Machine Learning,FY,2,B,Wednesday,11:15,12:15,Project Lab,Prof. Faculty 223,AR-187
6604,BE,Artificial Intelligence & Machine Learning,FY,2,B,Wednesday,12:15,01:15,Surveying,Prof. Faculty 018,AR-318
6605,BE,Artificial Intelligence & Machine Learning,FY,2,B,Wednesday,02:00,03:00,Mathematics,Prof. Faculty 114,AR-265
6606,BE,Artificial Intelligence & Machine Learning,FY,2,B,Wednesday,03:00,04:00,Project Lab,Prof. Faculty 094,AR-215
6607,BE,Artificial Intelligence & Machine Learning,FY,2,B,Thursday,09:00,10:00,Cyber Security,Prof. Faculty 171,AR-211
6608,BE,Artificial Intelligence & Machine Learning,FY,2,B,Thursday,10:00,11:00,Python Programming,Prof. Faculty 201,AR-120
6609,BE,Artificial Intelligence & Machine Learning,FY,2,B,Thursday,11:15,12:15,Physics,Prof. Faculty 016,AR-296
6610,BE,Artificial Intelligence & Machine Learning,FY,2,B,Thursday,12:15,01:15,DBMS,Prof. Faculty 011,AR-311
6611,BE,Artificial Intelligence & Machine Learning,FY,2,B,Thursday,02:00,03:00,Project Lab,Prof. Faculty 171,AR-295
6612,BE,Artificial Intelligence & Machine Learning,FY,2,B,Thursday,03:00,04:00,CAD/CAM,Prof. Faculty 232,AR-140
6613,BE,Artificial Intelligence & Machine Learning,FY,2,B,Friday,09:00,10:00,Data Structures,Prof. Faculty 214,AR-208
6614,BE,Artificial Intelligence & Machine Learning,FY,2,B,Friday,10:00,11:00,Web Development,Prof. Faculty 114,AR-217
6615,BE,Artificial Intelligence & Machine Learning,FY,2,B,Friday,11:15,12:15,CAD/CAM,Prof. Faculty 024,AR-222
6616,BE,Artificial Intelligence & Machine Learning,FY,2,B,Friday,12:15,01:15,Operating Systems,Prof. Faculty 053,AR-267
6617,BE,Artificial Intelligence & Machine Learning,FY,2,B,Friday,02:00,03:00,Machine Learning,Prof. Faculty 082,AR-266
6618,BE,Artificial Intelligence & Machine Learning,FY,2,B,Friday,03:00,04:00,DBMS,Prof. Faculty 017,AR-120
6619,BE,Artificial Intelligence & Machine Learning,FY,2,B,Saturday,09:00,10:00,Computer Networks,Prof. Faculty 118,AR-156
6620,BE,Artificial Intelligence & Machine Learning,FY,2,B,Saturday,10:00,11:00,Python Programming,Prof. Faculty 008,AR-307
6621,BE,Artificial Intelligence & Machine Learning,FY,2,B,Saturday,11:15,12:15,Computer Networks,Prof. Faculty 042,AR-111
6622,BE,Artificial Intelligence & Machine Learning,FY,2,B,Saturday,12:15,01:15,Cloud Computing,Prof. Faculty 182,AR-106
6623,BE,Artificial Intelligence & Machine Learning,FY,2,B,Saturday,02:00,03:00,Project Lab,Prof. Faculty 116,AR-249
6624,BE,Artificial Intelligence & Machine Learning,FY,2,B,Saturday,03:00,04:00,Cloud Computing,Prof. Faculty 170,AR-205
6625,BE,Artificial Intelligence & Machine Learning,SY,3,A,Monday,09:00,10:00,Surveying,Prof. Faculty 199,AR-109
6626,BE,Artificial Intelligence & Machine Learning,SY,3,A,Monday,10:00,11:00,Data Structures,Prof. Faculty 069,AR-317
6627,BE,Artificial Intelligence & Machine Learning,SY,3,A,Monday,11:15,12:15,Java Programming,Prof. Faculty 079,AR-244
6628,BE,Artificial Intelligence & Machine Learning,SY,3,A,Monday,12:15,01:15,Project Lab,Prof. Faculty 051,AR-204
6629,BE,Artificial Intelligence & Machine Learning,SY,3,A,Monday,02:00,03:00,DBMS,Prof. Faculty 026,AR-134
6630,BE,Artificial Intelligence & Machine Learning,SY,3,A,Monday,03:00,04:00,Thermodynamics,Prof. Faculty 127,AR-171
6631,BE,Artificial Intelligence & Machine Learning,SY,3,A,Tuesday,09:00,10:00,DBMS,Prof. Faculty 015,AR-200
6632,BE,Artificial Intelligence & Machine Learning,SY,3,A,Tuesday,10:00,11:00,Java Programming,Prof. Faculty 145,AR-283
6633,BE,Artificial Intelligence & Machine Learning,SY,3,A,Tuesday,11:15,12:15,Thermodynamics,Prof. Faculty 248,AR-221
6634,BE,Artificial Intelligence & Machine Learning,SY,3,A,Tuesday,12:15,01:15,Python Programming,Prof. Faculty 032,AR-116
6635,BE,Artificial Intelligence & Machine Learning,SY,3,A,Tuesday,02:00,03:00,Mathematics,Prof. Faculty 038,AR-180
6636,BE,Artificial Intelligence & Machine Learning,SY,3,A,Tuesday,03:00,04:00,Cloud Computing,Prof. Faculty 041,AR-238
6637,BE,Artificial Intelligence & Machine Learning,SY,3,A,Wednesday,09:00,10:00,Thermodynamics,Prof. Faculty 151,AR-234
6638,BE,Artificial Intelligence & Machine Learning,SY,3,A,Wednesday,10:00,11:00,CAD/CAM,Prof. Faculty 242,AR-120
6639,BE,Artificial Intelligence & Machine Learning,SY,3,A,Wednesday,11:15,12:15,Digital Electronics,Prof. Faculty 224,AR-318
6640,BE,Artificial Intelligence & Machine Learning,SY,3,A,Wednesday,12:15,01:15,Cyber Security,Prof. Faculty 038,AR-132
6641,BE,Artificial Intelligence & Machine Learning,SY,3,A,Wednesday,02:00,03:00,DBMS,Prof. Faculty 121,AR-119
6642,BE,Artificial Intelligence & Machine Learning,SY,3,A,Wednesday,03:00,04:00,Cyber Security,Prof. Faculty 063,AR-168
6643,BE,Artificial Intelligence & Machine Learning,SY,3,A,Thursday,09:00,10:00,Thermodynamics,Prof. Faculty 056,AR-146
6644,BE,Artificial Intelligence & Machine Learning,SY,3,A,Thursday,10:00,11:00,Python Programming,Prof. Faculty 079,AR-228
6645,BE,Artificial Intelligence & Machine Learning,SY,3,A,Thursday,11:15,12:15,Electrical Machines,Prof. Faculty 012,AR-245
6646,BE,Artificial Intelligence & Machine Learning,SY,3,A,Thursday,12:15,01:15,Project Lab,Prof. Faculty 118,AR-277
6647,BE,Artificial Intelligence & Machine Learning,SY,3,A,Thursday,02:00,03:00,Electrical Machines,Prof. Faculty 044,AR-246
6648,BE,Artificial Intelligence & Machine Learning,SY,3,A,Thursday,03:00,04:00,Python Programming,Prof. Faculty 242,AR-307
6649,BE,Artificial Intelligence & Machine Learning,SY,3,A,Friday,09:00,10:00,Computer Networks,Prof. Faculty 250,AR-151
6650,BE,Artificial Intelligence & Machine Learning,SY,3,A,Friday,10:00,11:00,Digital Electronics,Prof. Faculty 098,AR-270
6651,BE,Artificial Intelligence & Machine Learning,SY,3,A,Friday,11:15,12:15,Digital Electronics,Prof. Faculty 073,AR-185
6652,BE,Artificial Intelligence & Machine Learning,SY,3,A,Friday,12:15,01:15,Operating Systems,Prof. Faculty 201,AR-217
6653,BE,Artificial Intelligence & Machine Learning,SY,3,A,Friday,02:00,03:00,Physics,Prof. Faculty 074,AR-102
6654,BE,Artificial Intelligence & Machine Learning,SY,3,A,Friday,03:00,04:00,Python Programming,Prof. Faculty 199,AR-206
6655,BE,Artificial Intelligence & Machine Learning,SY,3,A,Saturday,09:00,10:00,Project Lab,Prof. Faculty 242,AR-159
6656,BE,Artificial Intelligence & Machine Learning,SY,3,A,Saturday,10:00,11:00,Electrical Machines,Prof. Faculty 111,AR-220
6657,BE,Artificial Intelligence & Machine Learning,SY,3,A,Saturday,11:15,12:15,Operating Systems,Prof. Faculty 110,AR-201
6658,BE,Artificial Intelligence & Machine Learning,SY,3,A,Saturday,12:15,01:15,Computer Networks,Prof. Faculty 150,AR-136
6659,BE,Artificial Intelligence & Machine Learning,SY,3,A,Saturday,02:00,03:00,Machine Learning,Prof. Faculty 197,AR-309
6660,BE,Artificial Intelligence & Machine Learning,SY,3,A,Saturday,03:00,04:00,DBMS,Prof. Faculty 171,AR-158
6661,BE,Artificial Intelligence & Machine Learning,SY,3,B,Monday,09:00,10:00,Machine Learning,Prof. Faculty 063,AR-104
6662,BE,Artificial Intelligence & Machine Learning,SY,3,B,Monday,10:00,11:00,Data Structures,Prof. Faculty 074,AR-277
6663,BE,Artificial Intelligence & Machine Learning,SY,3,B,Monday,11:15,12:15,Project Lab,Prof. Faculty 224,AR-282
6664,BE,Artificial Intelligence & Machine Learning,SY,3,B,Monday,12:15,01:15,Machine Learning,Prof. Faculty 118,AR-289
6665,BE,Artificial Intelligence & Machine Learning,SY,3,B,Monday,02:00,03:00,CAD/CAM,Prof. Faculty 029,AR-152
6666,BE,Artificial Intelligence & Machine Learning,SY,3,B,Monday,03:00,04:00,AI Fundamentals,Prof. Faculty 046,AR-306
6667,BE,Artificial Intelligence & Machine Learning,SY,3,B,Tuesday,09:00,10:00,Project Lab,Prof. Faculty 235,AR-313
6668,BE,Artificial Intelligence & Machine Learning,SY,3,B,Tuesday,10:00,11:00,Operating Systems,Prof. Faculty 032,AR-107
6669,BE,Artificial Intelligence & Machine Learning,SY,3,B,Tuesday,11:15,12:15,Thermodynamics,Prof. Faculty 206,AR-319
6670,BE,Artificial Intelligence & Machine Learning,SY,3,B,Tuesday,12:15,01:15,Cyber Security,Prof. Faculty 164,AR-237
6671,BE,Artificial Intelligence & Machine Learning,SY,3,B,Tuesday,02:00,03:00,Computer Networks,Prof. Faculty 025,AR-292
6672,BE,Artificial Intelligence & Machine Learning,SY,3,B,Tuesday,03:00,04:00,Surveying,Prof. Faculty 084,AR-193
6673,BE,Artificial Intelligence & Machine Learning,SY,3,B,Wednesday,09:00,10:00,Surveying,Prof. Faculty 110,AR-276
6674,BE,Artificial Intelligence & Machine Learning,SY,3,B,Wednesday,10:00,11:00,Machine Learning,Prof. Faculty 059,AR-300
6675,BE,Artificial Intelligence & Machine Learning,SY,3,B,Wednesday,11:15,12:15,Thermodynamics,Prof. Faculty 117,AR-209
6676,BE,Artificial Intelligence & Machine Learning,SY,3,B,Wednesday,12:15,01:15,Electrical Machines,Prof. Faculty 111,AR-232
6677,BE,Artificial Intelligence & Machine Learning,SY,3,B,Wednesday,02:00,03:00,Cloud Computing,Prof. Faculty 153,AR-114
6678,BE,Artificial Intelligence & Machine Learning,SY,3,B,Wednesday,03:00,04:00,Electrical Machines,Prof. Faculty 150,AR-195
6679,BE,Artificial Intelligence & Machine Learning,SY,3,B,Thursday,09:00,10:00,Web Development,Prof. Faculty 225,AR-277
6680,BE,Artificial Intelligence & Machine Learning,SY,3,B,Thursday,10:00,11:00,Web Development,Prof. Faculty 215,AR-275
6681,BE,Artificial Intelligence & Machine Learning,SY,3,B,Thursday,11:15,12:15,AI Fundamentals,Prof. Faculty 064,AR-266
6682,BE,Artificial Intelligence & Machine Learning,SY,3,B,Thursday,12:15,01:15,Computer Networks,Prof. Faculty 105,AR-304
6683,BE,Artificial Intelligence & Machine Learning,SY,3,B,Thursday,02:00,03:00,Physics,Prof. Faculty 122,AR-159
6684,BE,Artificial Intelligence & Machine Learning,SY,3,B,Thursday,03:00,04:00,Operating Systems,Prof. Faculty 003,AR-262
6685,BE,Artificial Intelligence & Machine Learning,SY,3,B,Friday,09:00,10:00,Computer Networks,Prof. Faculty 046,AR-139
6686,BE,Artificial Intelligence & Machine Learning,SY,3,B,Friday,10:00,11:00,Physics,Prof. Faculty 216,AR-213
6687,BE,Artificial Intelligence & Machine Learning,SY,3,B,Friday,11:15,12:15,AI Fundamentals,Prof. Faculty 010,AR-221
6688,BE,Artificial Intelligence & Machine Learning,SY,3,B,Friday,12:15,01:15,Cloud Computing,Prof. Faculty 149,AR-123
6689,BE,Artificial Intelligence & Machine Learning,SY,3,B,Friday,02:00,03:00,Software Engineering,Prof. Faculty 046,AR-315
6690,BE,Artificial Intelligence & Machine Learning,SY,3,B,Friday,03:00,04:00,DBMS,Prof. Faculty 156,AR-164
6691,BE,Artificial Intelligence & Machine Learning,SY,3,B,Saturday,09:00,10:00,AI Fundamentals,Prof. Faculty 062,AR-255
6692,BE,Artificial Intelligence & Machine Learning,SY,3,B,Saturday,10:00,11:00,Thermodynamics,Prof. Faculty 147,AR-298
6693,BE,Artificial Intelligence & Machine Learning,SY,3,B,Saturday,11:15,12:15,Cyber Security,Prof. Faculty 070,AR-277
6694,BE,Artificial Intelligence & Machine Learning,SY,3,B,Saturday,12:15,01:15,AI Fundamentals,Prof. Faculty 006,AR-173
6695,BE,Artificial Intelligence & Machine Learning,SY,3,B,Saturday,02:00,03:00,DBMS,Prof. Faculty 023,AR-233
6696,BE,Artificial Intelligence & Machine Learning,SY,3,B,Saturday,03:00,04:00,Cloud Computing,Prof. Faculty 234,AR-181
6697,BE,Artificial Intelligence & Machine Learning,SY,4,A,Monday,09:00,10:00,CAD/CAM,Prof. Faculty 120,AR-311
6698,BE,Artificial Intelligence & Machine Learning,SY,4,A,Monday,10:00,11:00,Mathematics,Prof. Faculty 068,AR-189
6699,BE,Artificial Intelligence & Machine Learning,SY,4,A,Monday,11:15,12:15,Data Structures,Prof. Faculty 232,AR-296
6700,BE,Artificial Intelligence & Machine Learning,SY,4,A,Monday,12:15,01:15,Software Engineering,Prof. Faculty 040,AR-218
6701,BE,Artificial Intelligence & Machine Learning,SY,4,A,Monday,02:00,03:00,Computer Networks,Prof. Faculty 190,AR-213
6702,BE,Artificial Intelligence & Machine Learning,SY,4,A,Monday,03:00,04:00,Java Programming,Prof. Faculty 087,AR-221
6703,BE,Artificial Intelligence & Machine Learning,SY,4,A,Tuesday,09:00,10:00,Java Programming,Prof. Faculty 142,AR-168
6704,BE,Artificial Intelligence & Machine Learning,SY,4,A,Tuesday,10:00,11:00,Surveying,Prof. Faculty 034,AR-283
6705,BE,Artificial Intelligence & Machine Learning,SY,4,A,Tuesday,11:15,12:15,Surveying,Prof. Faculty 061,AR-197
6706,BE,Artificial Intelligence & Machine Learning,SY,4,A,Tuesday,12:15,01:15,Digital Electronics,Prof. Faculty 058,AR-148
6707,BE,Artificial Intelligence & Machine Learning,SY,4,A,Tuesday,02:00,03:00,Machine Learning,Prof. Faculty 233,AR-123
6708,BE,Artificial Intelligence & Machine Learning,SY,4,A,Tuesday,03:00,04:00,DBMS,Prof. Faculty 126,AR-119
6709,BE,Artificial Intelligence & Machine Learning,SY,4,A,Wednesday,09:00,10:00,Software Engineering,Prof. Faculty 018,AR-212
6710,BE,Artificial Intelligence & Machine Learning,SY,4,A,Wednesday,10:00,11:00,AI Fundamentals,Prof. Faculty 222,AR-226
6711,BE,Artificial Intelligence & Machine Learning,SY,4,A,Wednesday,11:15,12:15,Project Lab,Prof. Faculty 137,AR-290
6712,BE,Artificial Intelligence & Machine Learning,SY,4,A,Wednesday,12:15,01:15,Machine Learning,Prof. Faculty 160,AR-153
6713,BE,Artificial Intelligence & Machine Learning,SY,4,A,Wednesday,02:00,03:00,Computer Networks,Prof. Faculty 070,AR-218
6714,BE,Artificial Intelligence & Machine Learning,SY,4,A,Wednesday,03:00,04:00,CAD/CAM,Prof. Faculty 151,AR-195
6715,BE,Artificial Intelligence & Machine Learning,SY,4,A,Thursday,09:00,10:00,Mathematics,Prof. Faculty 008,AR-114
6716,BE,Artificial Intelligence & Machine Learning,SY,4,A,Thursday,10:00,11:00,CAD/CAM,Prof. Faculty 163,AR-239
6717,BE,Artificial Intelligence & Machine Learning,SY,4,A,Thursday,11:15,12:15,Electrical Machines,Prof. Faculty 048,AR-214
6718,BE,Artificial Intelligence & Machine Learning,SY,4,A,Thursday,12:15,01:15,Java Programming,Prof. Faculty 183,AR-167
6719,BE,Artificial Intelligence & Machine Learning,SY,4,A,Thursday,02:00,03:00,Electrical Machines,Prof. Faculty 173,AR-108
6720,BE,Artificial Intelligence & Machine Learning,SY,4,A,Thursday,03:00,04:00,Physics,Prof. Faculty 113,AR-312
6721,BE,Artificial Intelligence & Machine Learning,SY,4,A,Friday,09:00,10:00,Data Structures,Prof. Faculty 015,AR-309
6722,BE,Artificial Intelligence & Machine Learning,SY,4,A,Friday,10:00,11:00,Digital Electronics,Prof. Faculty 200,AR-224
6723,BE,Artificial Intelligence & Machine Learning,SY,4,A,Friday,11:15,12:15,Machine Learning,Prof. Faculty 065,AR-277
6724,BE,Artificial Intelligence & Machine Learning,SY,4,A,Friday,12:15,01:15,Cyber Security,Prof. Faculty 087,AR-113
6725,BE,Artificial Intelligence & Machine Learning,SY,4,A,Friday,02:00,03:00,Surveying,Prof. Faculty 038,AR-236
6726,BE,Artificial Intelligence & Machine Learning,SY,4,A,Friday,03:00,04:00,AI Fundamentals,Prof. Faculty 234,AR-128
6727,BE,Artificial Intelligence & Machine Learning,SY,4,A,Saturday,09:00,10:00,Java Programming,Prof. Faculty 133,AR-127
6728,BE,Artificial Intelligence & Machine Learning,SY,4,A,Saturday,10:00,11:00,Cyber Security,Prof. Faculty 060,AR-124
6729,BE,Artificial Intelligence & Machine Learning,SY,4,A,Saturday,11:15,12:15,Software Engineering,Prof. Faculty 044,AR-281
6730,BE,Artificial Intelligence & Machine Learning,SY,4,A,Saturday,12:15,01:15,Digital Electronics,Prof. Faculty 187,AR-220
6731,BE,Artificial Intelligence & Machine Learning,SY,4,A,Saturday,02:00,03:00,Cloud Computing,Prof. Faculty 041,AR-131
6732,BE,Artificial Intelligence & Machine Learning,SY,4,A,Saturday,03:00,04:00,Data Structures,Prof. Faculty 150,AR-240
6733,BE,Artificial Intelligence & Machine Learning,SY,4,B,Monday,09:00,10:00,Thermodynamics,Prof. Faculty 211,AR-135
6734,BE,Artificial Intelligence & Machine Learning,SY,4,B,Monday,10:00,11:00,Physics,Prof. Faculty 078,AR-199
6735,BE,Artificial Intelligence & Machine Learning,SY,4,B,Monday,11:15,12:15,Cloud Computing,Prof. Faculty 107,AR-150
6736,BE,Artificial Intelligence & Machine Learning,SY,4,B,Monday,12:15,01:15,Cyber Security,Prof. Faculty 012,AR-107
6737,BE,Artificial Intelligence & Machine Learning,SY,4,B,Monday,02:00,03:00,Mathematics,Prof. Faculty 068,AR-236
6738,BE,Artificial Intelligence & Machine Learning,SY,4,B,Monday,03:00,04:00,Project Lab,Prof. Faculty 038,AR-159
6739,BE,Artificial Intelligence & Machine Learning,SY,4,B,Tuesday,09:00,10:00,Software Engineering,Prof. Faculty 035,AR-319
6740,BE,Artificial Intelligence & Machine Learning,SY,4,B,Tuesday,10:00,11:00,Project Lab,Prof. Faculty 188,AR-236
6741,BE,Artificial Intelligence & Machine Learning,SY,4,B,Tuesday,11:15,12:15,Software Engineering,Prof. Faculty 128,AR-267
6742,BE,Artificial Intelligence & Machine Learning,SY,4,B,Tuesday,12:15,01:15,Thermodynamics,Prof. Faculty 152,AR-183
6743,BE,Artificial Intelligence & Machine Learning,SY,4,B,Tuesday,02:00,03:00,Java Programming,Prof. Faculty 137,AR-268
6744,BE,Artificial Intelligence & Machine Learning,SY,4,B,Tuesday,03:00,04:00,Java Programming,Prof. Faculty 197,AR-113
6745,BE,Artificial Intelligence & Machine Learning,SY,4,B,Wednesday,09:00,10:00,Thermodynamics,Prof. Faculty 242,AR-240
6746,BE,Artificial Intelligence & Machine Learning,SY,4,B,Wednesday,10:00,11:00,Data Structures,Prof. Faculty 230,AR-287
6747,BE,Artificial Intelligence & Machine Learning,SY,4,B,Wednesday,11:15,12:15,Operating Systems,Prof. Faculty 232,AR-165
6748,BE,Artificial Intelligence & Machine Learning,SY,4,B,Wednesday,12:15,01:15,Machine Learning,Prof. Faculty 113,AR-118
6749,BE,Artificial Intelligence & Machine Learning,SY,4,B,Wednesday,02:00,03:00,Operating Systems,Prof. Faculty 208,AR-102
6750,BE,Artificial Intelligence & Machine Learning,SY,4,B,Wednesday,03:00,04:00,Operating Systems,Prof. Faculty 193,AR-305
6751,BE,Artificial Intelligence & Machine Learning,SY,4,B,Thursday,09:00,10:00,Cyber Security,Prof. Faculty 015,AR-286
6752,BE,Artificial Intelligence & Machine Learning,SY,4,B,Thursday,10:00,11:00,Digital Electronics,Prof. Faculty 227,AR-235
6753,BE,Artificial Intelligence & Machine Learning,SY,4,B,Thursday,11:15,12:15,Software Engineering,Prof. Faculty 127,AR-288
6754,BE,Artificial Intelligence & Machine Learning,SY,4,B,Thursday,12:15,01:15,Data Structures,Prof. Faculty 065,AR-163
6755,BE,Artificial Intelligence & Machine Learning,SY,4,B,Thursday,02:00,03:00,DBMS,Prof. Faculty 047,AR-168
6756,BE,Artificial Intelligence & Machine Learning,SY,4,B,Thursday,03:00,04:00,DBMS,Prof. Faculty 175,AR-171
6757,BE,Artificial Intelligence & Machine Learning,SY,4,B,Friday,09:00,10:00,Software Engineering,Prof. Faculty 159,AR-182
6758,BE,Artificial Intelligence & Machine Learning,SY,4,B,Friday,10:00,11:00,Software Engineering,Prof. Faculty 148,AR-316
6759,BE,Artificial Intelligence & Machine Learning,SY,4,B,Friday,11:15,12:15,Digital Electronics,Prof. Faculty 170,AR-140
6760,BE,Artificial Intelligence & Machine Learning,SY,4,B,Friday,12:15,01:15,AI Fundamentals,Prof. Faculty 072,AR-287
6761,BE,Artificial Intelligence & Machine Learning,SY,4,B,Friday,02:00,03:00,AI Fundamentals,Prof. Faculty 138,AR-105
6762,BE,Artificial Intelligence & Machine Learning,SY,4,B,Friday,03:00,04:00,Cloud Computing,Prof. Faculty 235,AR-276
6763,BE,Artificial Intelligence & Machine Learning,SY,4,B,Saturday,09:00,10:00,DBMS,Prof. Faculty 183,AR-223
6764,BE,Artificial Intelligence & Machine Learning,SY,4,B,Saturday,10:00,11:00,Cloud Computing,Prof. Faculty 050,AR-108
6765,BE,Artificial Intelligence & Machine Learning,SY,4,B,Saturday,11:15,12:15,Cloud Computing,Prof. Faculty 066,AR-133
6766,BE,Artificial Intelligence & Machine Learning,SY,4,B,Saturday,12:15,01:15,Project Lab,Prof. Faculty 076,AR-149
6767,BE,Artificial Intelligence & Machine Learning,SY,4,B,Saturday,02:00,03:00,Web Development,Prof. Faculty 191,AR-153
6768,BE,Artificial Intelligence & Machine Learning,SY,4,B,Saturday,03:00,04:00,Computer Networks,Prof. Faculty 124,AR-135
6769,BE,Artificial Intelligence & Machine Learning,TY,5,A,Monday,09:00,10:00,Python Programming,Prof. Faculty 069,AR-166
6770,BE,Artificial Intelligence & Machine Learning,TY,5,A,Monday,10:00,11:00,Mathematics,Prof. Faculty 087,AR-171
6771,BE,Artificial Intelligence & Machine Learning,TY,5,A,Monday,11:15,12:15,Software Engineering,Prof. Faculty 192,AR-273
6772,BE,Artificial Intelligence & Machine Learning,TY,5,A,Monday,12:15,01:15,Thermodynamics,Prof. Faculty 172,AR-289
6773,BE,Artificial Intelligence & Machine Learning,TY,5,A,Monday,02:00,03:00,Cyber Security,Prof. Faculty 246,AR-301
6774,BE,Artificial Intelligence & Machine Learning,TY,5,A,Monday,03:00,04:00,Physics,Prof. Faculty 030,AR-320
6775,BE,Artificial Intelligence & Machine Learning,TY,5,A,Tuesday,09:00,10:00,Physics,Prof. Faculty 123,AR-106
6776,BE,Artificial Intelligence & Machine Learning,TY,5,A,Tuesday,10:00,11:00,CAD/CAM,Prof. Faculty 188,AR-272
6777,BE,Artificial Intelligence & Machine Learning,TY,5,A,Tuesday,11:15,12:15,Machine Learning,Prof. Faculty 128,AR-251
6778,BE,Artificial Intelligence & Machine Learning,TY,5,A,Tuesday,12:15,01:15,CAD/CAM,Prof. Faculty 102,AR-263
6779,BE,Artificial Intelligence & Machine Learning,TY,5,A,Tuesday,02:00,03:00,Electrical Machines,Prof. Faculty 242,AR-316
6780,BE,Artificial Intelligence & Machine Learning,TY,5,A,Tuesday,03:00,04:00,Surveying,Prof. Faculty 104,AR-255
