book_id,program,department,year,semester,subject,book_title,author,publisher,edition,isbn,available_copies,shelf
B00558,BCA,Computer Applications,FY,2,Python,Python - Complete Guide,Author 9,McGraw Hill,4th,978-93-100558,8,CO-1-19
B00559,BCA,Computer Applications,FY,2,DBMS,DBMS - Complete Guide,Author 10,McGraw Hill,5th,978-93-100559,9,CO-1-20
B00560,BCA,Computer Applications,FY,2,Software Engineering,Software Engineering - Complete Guide,Author 11,McGraw Hill,1th,978-93-100560,2,CO-1-1
B00561,BCA,Computer Applications,SY,3,Programming in C,Programming in C - Complete Guide,Author 12,McGraw Hill,2th,978-93-100561,3,CO-2-2
B00562,BCA,Computer Applications,SY,3,Java,Java - Complete Guide,Author 13,McGraw Hill,3th,978-93-100562,4,CO-2-3
B00563,BCA,Computer Applications,SY,3,Python,Python - Complete Guide,Author 14,McGraw Hill,4th,978-93-100563,5,CO-2-4
B00564,BCA,Computer Applications,SY,3,DBMS,DBMS - Complete Guide,Author 15,McGraw Hill,5th,978-93-100564,6,CO-2-5
B00565,BCA,Computer Applications,SY,3,Software Engineering,Software Engineering - Complete Guide,Author 16,McGraw Hill,1th,978-93-100565,7,CO-2-6
B00566,BCA,Computer Applications,SY,4,Programming in C,Programming in C - Complete Guide,Author 17,McGraw Hill,2th,978-93-100566,8,CO-2-7
B00567,BCA,Computer Applications,SY,4,Java,Java - Complete Guide,Author 18,McGraw Hill,3th,978-93-100567,9,CO-2-8
B00568,BCA,Computer Applications,SY,4,Python,Python - Complete Guide,Author 19,McGraw Hill,4th,978-93-100568,2,CO-2-9
B00569,BCA,Computer Applications,SY,4,DBMS,DBMS - Complete Guide,Author 20,McGraw Hill,5th,978-93-100569,3,CO-2-10
B00570,BCA,Computer Applications,SY,4,Software Engineering,Software Engineering - Complete Guide,Author 21,McGraw Hill,1th,978-93-100570,4,CO-2-11
B00571,BCA,Computer Applications,TY,5,Programming in C,Programming in C - Complete Guide,Author 22,McGraw Hill,2th,978-93-100571,5,CO-3-12
B00572,BCA,Computer Applications,TY,5,Java,Java - Complete Guide,Author 23,McGraw Hill,3th,978-93-100572,6,CO-3-13
B00573,BCA,Computer Applications,TY,5,Python,Python - Complete Guide,Author 24,McGraw Hill,4th,978-93-100573,7,CO-3-14
B00574,BCA,Computer Applications,TY,5,DBMS,DBMS - Complete Guide,Author 25,McGraw Hill,5th,978-93-100574,8,CO-3-15
B00575,BCA,Computer Applications,TY,5,Software Engineering,Software Engineering - Complete Guide,Author 26,McGraw Hill,1th,978-93-100575,9,CO-3-16
B00576,BCA,Computer Applications,TY,6,Programming in C,Programming in C - Complete Guide,Author 27,McGraw Hill,2th,978-93-100576,2,CO-3-17
B00577,BCA,Computer Applications,TY,6,Java,Java - Complete Guide,Author 28,McGraw Hill,3th,978-93-100577,3,CO-3-18
B00578,BCA,Computer Applications,TY,6,Python,Python - Complete Guide,Author 29,McGraw Hill,4th,978-93-100578,4,CO-3-19
B00579,BCA,Computer Applications,TY,6,DBMS,DBMS - Complete Guide,Author 30,McGraw Hill,5th,978-93-100579,5,CO-3-20
B00580,BCA,Computer Applications,TY,6,Software Engineering,Software Engineering - Complete Guide,Author 31,McGraw Hill,1th,978-93-100580,6,CO-3-1
B00581,ME,Computer Engineering,FY,1,Programming Fundamentals,Programming Fundamentals - Complete Guide,Author 32,McGraw Hill,2th,978-93-100581,7,CO-1-2
B00582,ME,Computer Engineering,FY,1,Python Programming,Python Programming - Complete Guide,Author 33,McGraw Hill,3th,978-93-100582,8,CO-1-3
B00583,ME,Computer Engineering,FY,1,Data Structures,Data Structures - Complete Guide,Author 34,McGraw Hill,4th,978-93-100583,9,CO-1-4
B00584,ME,Computer Engineering,FY,1,DBMS,DBMS - Complete Guide,Author 35,McGraw Hill,5th,978-93-100584,2,CO-1-5
B00585,ME,Computer Engineering,FY,1,Computer Networks,Computer Networks - Complete Guide,Author 36,McGraw Hill,1th,978-93-100585,3,CO-1-6
B00586,ME,Computer Engineering,FY,2,Programming Fundamentals,Programming Fundamentals - Complete Guide,Author 37,McGraw Hill,2th,978-93-100586,4,CO-1-7
B00587,ME,Computer Engineering,FY,2,Python Programming,Python Programming - Complete Guide,Author 38,McGraw Hill,3th,978-93-100587,5,CO-1-8
B00588,ME,Computer Engineering,FY,2,Data Structures,Data Structures - Complete Guide,Author 39,McGraw Hill,4th,978-93-100588,6,CO-1-9
B00589,ME,Computer Engineering,FY,2,DBMS,DBMS - Complete Guide,Author 40,McGraw Hill,5th,978-93-100589,7,CO-1-10
B00590,ME,Computer Engineering,FY,2,Computer Networks,Computer Networks - Complete Guide,Author 41,McGraw Hill,1th,978-93-100590,8,CO-1-11
B00591,ME,Computer Engineering,SY,3,Programming Fundamentals,Programming Fundamentals - Complete Guide,Author 42,McGraw Hill,2th,978-93-100591,9,CO-2-12
B00592,ME,Computer Engineering,SY,3,Python Programming,Python Programming - Complete Guide,Author 43,McGraw Hill,3th,978-93-100592,2,CO-2-13
B00593,ME,Computer Engineering,SY,3,Data Structures,Data Structures - Complete Guide,Author 44,McGraw Hill,4th,978-93-100593,3,CO-2-14
B00594,ME,Computer Engineering,SY,3,DBMS,DBMS - Complete Guide,Author 45,McGraw Hill,5th,978-93-100594,4,CO-2-15
B00595,ME,Computer Engineering,SY,3,Computer Networks,Computer Networks - Complete Guide,Author 46,McGraw Hill,1th,978-93-100595,5,CO-2-16
B00596,ME,Computer Engineering,SY,4,Programming Fundamentals,Programming Fundamentals - Complete Guide,Author 47,McGraw Hill,2th,978-93-100596,6,CO-2-17
B00597,ME,Computer Engineering,SY,4,Python Programming,Python Programming - Complete Guide,Author 48,McGraw Hill,3th,978-93-100597,7,CO-2-18
B00598,ME,Computer Engineering,SY,4,Data Structures,Data Structures - Complete Guide,Author 49,McGraw Hill,4th,978-93-100598,8,CO-2-19
B00599,ME,Computer Engineering,SY,4,DBMS,DBMS - Complete Guide,Author 50,McGraw Hill,5th,978-93-100599,9,CO-2-20
B00600,ME,Computer Engineering,SY,4,Computer Networks,Computer Networks - Complete Guide,Author 1,McGraw Hill,1th,978-93-100600,2,CO-2-1
B00601,ME,Civil Engineering,FY,1,Engineering Mechanics,Engineering Mechanics - Complete Guide,Author 2,McGraw Hill,2th,978-93-100601,3,CI-1-2
B00602,ME,Civil Engineering,FY,1,Surveying,Surveying - Complete Guide,Author 3,McGraw Hill,3th,978-93-100602,4,CI-1-3
B00603,ME,Civil Engineering,FY,1,Concrete Technology,Concrete Technology - Complete Guide,Author 4,McGraw Hill,4th,978-93-100603,5,CI-1-4
B00604,ME,Civil Engineering,FY,1,Transportation Engineering,Transportation Engineering - Complete Guide,Author 5,McGraw Hill,5th,978-93-100604,6,CI-1-5
B00605,ME,Civil Engineering,FY,1,Structural Analysis,Structural Analysis - Complete Guide,Author 6,McGraw Hill,1th,978-93-100605,7,CI-1-6
B00606,ME,Civil Engineering,FY,2,Engineering Mechanics,Engineering Mechanics - Complete Guide,Author 7,McGraw Hill,2th,978-93-100606,8,CI-1-7
B00607,ME,Civil Engineering,FY,2,Surveying,Surveying - Complete Guide,Author 8,McGraw Hill,3th,978-93-100607,9,CI-1-8
B00608,ME,Civil Engineering,FY,2,Concrete Technology,Concrete Technology - Complete Guide,Author 9,McGraw Hill,4th,978-93-100608,2,CI-1-9
B00609,ME,Civil Engineering,FY,2,Transportation Engineering,Transportation Engineering - Complete Guide,Author 10,McGraw Hill,5th,978-93-100609,3,CI-1-10
B00610,ME,Civil Engineering,FY,2,Structural Analysis,Structural Analysis - Complete Guide,Author 11,McGraw Hill,1th,978-93-100610,4,CI-1-11
B00611,ME,Civil Engineering,SY,3,Engineering Mechanics,Engineering Mechanics - Complete Guide,Author 12,McGraw Hill,2th,978-93-100611,5,CI-2-12
B00612,ME,Civil Engineering,SY,3,Surveying,Surveying - Complete Guide,Author 13,McGraw Hill,3th,978-93-100612,6,CI-2-13
B00613,ME,Civil Engineering,SY,3,Concrete Technology,Concrete Technology - Complete Guide,Author 14,McGraw Hill,4th,978-93-100613,7,CI-2-14
B00614,ME,Civil Engineering,SY,3,Transportation Engineering,Transportation Engineering - Complete Guide,Author 15,McGraw Hill,5th,978-93-100614,8,CI-2-15
B00615,ME,Civil Engineering,SY,3,Structural Analysis,Structural Analysis - Complete Guide,Author 16,McGraw Hill,1th,978-93-100615,9,CI-2-16
B00616,ME,Civil Engineering,SY,4,Engineering Mechanics,Engineering Mechanics - Complete Guide,Author 17,McGraw Hill,2th,978-93-100616,2,CI-2-17
B00617,ME,Civil Engineering,SY,4,Surveying,Surveying - Complete Guide,Author 18,McGraw Hill,3th,978-93-100617,3,CI-2-18
B00618,ME,Civil Engineering,SY,4,Concrete Technology,Concrete Technology - Complete Guide,Author 19,McGraw Hill,4th,978-93-100618,4,CI-2-19
B00619,ME,Civil Engineering,SY,4,Transportation Engineering,Transportation Engineering - Complete Guide,Author 20,McGraw Hill,5th,978-93-100619,5,CI-2-20
B00620,ME,Civil Engineering,SY,4,Structural Analysis,Structural Analysis - Complete Guide,Author 21,McGraw Hill,1th,978-93-100620,6,CI-2-1
B00621,ME,Mechanical Engineering,FY,1,Engineering Drawing,Engineering Drawing - Complete Guide,Author 22,McGraw Hill,2th,978-93-100621,7,ME-1-2
B00622,ME,Mechanical Engineering,FY,1,Thermodynamics,Thermodynamics - Complete Guide,Author 23,McGraw Hill,3th,978-93-100622,8,ME-1-3
B00623,ME,Mechanical Engineering,FY,1,Fluid Mechanics,Fluid Mechanics - Complete Guide,Author 24,McGraw Hill,4th,978-93-100623,9,ME-1-4
B00624,ME,Mechanical Engineering,FY,1,CAD/CAM,CAD/CAM - Complete Guide,Author 25,McGraw Hill,5th,978-93-100624,2,ME-1-5
B00625,ME,Mechanical Engineering,FY,1,Manufacturing Technology,Manufacturing Technology - Complete Guide,Author 26,McGraw Hill,1th,978-93-100625,3,ME-1-6
B00626,ME,Mechanical Engineering,FY,2,Engineering Drawing,Engineering Drawing - Complete Guide,Author 27,McGraw Hill,2th,978-93-100626,4,ME-1-7
B00627,ME,Mechanical Engineering,FY,2,Thermodynamics,Thermodynamics - Complete Guide,Author 28,McGraw Hill,3th,978-93-100627,5,ME-1-8
B00628,ME,Mechanical Engineering,FY,2,Fluid Mechanics,Fluid Mechanics - Complete Guide,Author 29,McGraw Hill,4th,978-93-100628,6,ME-1-9
B00629,ME,Mechanical Engineering,FY,2,CAD/CAM,CAD/CAM - Complete Guide,Author 30,McGraw Hill,5th,978-93-100629,7,ME-1-10
B00630,ME,Mechanical Engineering,FY,2,Manufacturing Technology,Manufacturing Technology - Complete Guide,Author 31,McGraw Hill,1th,978-93-100630,8,ME-1-11
B00631,ME,Mechanical Engineering,SY,3,Engineering Drawing,Engineering Drawing - Complete Guide,Author 32,McGraw Hill,2th,978-93-100631,9,ME-2-12
B00632,ME,Mechanical Engineering,SY,3,Thermodynamics,Thermodynamics - Complete Guide,Author 33,McGraw Hill,3th,978-93-100632,2,ME-2-13
B00633,ME,Mechanical Engineering,SY,3,Fluid Mechanics,Fluid Mechanics - Complete Guide,Author 34,McGraw Hill,4th,978-93-100633,3,ME-2-14
B00634,ME,Mechanical Engineering,SY,3,CAD/CAM,CAD/CAM - Complete Guide,Author 35,McGraw Hill,5th,978-93-100634,4,ME-2-15
B00635,ME,Mechanical Engineering,SY,3,Manufacturing Technology,Manufacturing Technology - Complete Guide,Author 36,McGraw Hill,1th,978-93-100635,5,ME-2-16
B00636,ME,Mechanical Engineering,SY,4,Engineering Drawing,Engineering Drawing - Complete Guide,Author 37,McGraw Hill,2th,978-93-100636,6,ME-2-17
B00637,ME,Mechanical Engineering,SY,4,Thermodynamics,Thermodynamics - Complete Guide,Author 38,McGraw Hill,3th,978-93-100637,7,ME-2-18
B00638,ME,Mechanical Engineering,SY,4,Fluid Mechanics,Fluid Mechanics - Complete Guide,Author 39,McGraw Hill,4th,978-93-100638,8,ME-2-19
B00639,ME,Mechanical Engineering,SY,4,CAD/CAM,CAD/CAM - Complete Guide,Author 40,McGraw Hill,5th,978-93-100639,9,ME-2-20
B00640,ME,Mechanical Engineering,SY,4,Manufacturing Technology,Manufacturing Technology - Complete Guide,Author 41,McGraw Hill,1th,978-93-100640,2,ME-2-1
